0,1
"('ecoinvent-3.4-biosphere', '1f37ae35-463b-476c-9cde-d3e049fa7680')",Cobalt-57
"('ecoinvent-3.4-biosphere', 'f6d61373-a3bc-41c8-9867-eefcd1eea3d6')",Antimony-122
"('ecoinvent-3.4-biosphere', 'd3805249-4c8b-48fb-8843-a7765b8d1322')","Actinides, radioactive, unspecified"
"('ecoinvent-3.4-biosphere', '957d4d94-9f88-4f40-9755-cfc3918882bb')",Manganese-55
"('ecoinvent-3.4-biosphere', '88e8456c-dc23-4bb4-aed5-a4186a2fbf77')","Transformation, to forest, extensive"
"('ecoinvent-3.4-biosphere', 'f78de285-5fdc-4d33-92bb-d2ecea2b8641')",Curium-244
"('ecoinvent-3.4-biosphere', '4e1b1828-1085-46ad-a083-1868b5146537')","Transformation, to snow and ice (non-use)"
"('ecoinvent-3.4-biosphere', '66f25f1d-1898-4827-bcbb-ca82f15c4d02')","Transformation, to urban, continuously built"
"('ecoinvent-3.4-biosphere', 'd61e8791-f091-457a-8cb9-8d000d35e132')",Ruthenium-103
"('ecoinvent-3.4-biosphere', '7d65e225-0ca3-4467-82f8-a8c09d66eac0')",Cerium-141
"('ecoinvent-3.4-biosphere', '79fe27fb-c2b4-4c50-8475-a9b2fdb53588')",Ruthenium-106
"('ecoinvent-3.4-biosphere', 'f7d0e49d-e9b5-414e-8d22-6a167cb9078c')",Xenon-138
"('ecoinvent-3.4-biosphere', 'f2d84834-d0b3-42e5-b41a-f04cc80337a4')","Heat, waste"
"('ecoinvent-3.4-biosphere', 'fd3fbe1e-b25a-463b-9e2e-56770a985b74')",Zinc-65
"('ecoinvent-3.4-biosphere', 'f7fc4f19-e01f-4909-aab5-f7612354e7a0')",Cobalt-58
"('ecoinvent-3.4-biosphere', 'dab33577-e9d4-4f6d-b141-a456521d4c1b')","Heat, waste"
"('ecoinvent-3.4-biosphere', 'bfdd1d3e-33dd-4aa0-b5fc-eeff8a2c72e2')",Technetium-99
"('ecoinvent-3.4-biosphere', '8e2a5517-13ff-4423-b1ec-3632b0a72bf5')",Thorium-234
"('ecoinvent-3.4-biosphere', '47859760-4329-4dde-9c61-2e7a2401d3c5')",Xenon-137
"('ecoinvent-3.4-biosphere', 'b3fd01ce-4eb3-461f-8639-4c7aa166f40e')",Xenon-135m
"('ecoinvent-3.4-biosphere', 'ff6dccc1-5ebd-42c3-9fd9-3d73db7a3dd2')","Transformation, to forest, secondary (non-use)"
"('ecoinvent-3.4-biosphere', 'a6889a22-e99e-42ea-85cd-4a68d7975dcd')","Occupation, annual crop, non-irrigated"
"('ecoinvent-3.4-biosphere', 'fbd2b356-9016-441d-ac95-3cb51495ea26')",Plutonium-241
"('ecoinvent-3.4-biosphere', '8222627a-0ca1-4632-894c-94d0e21064a1')","Occupation, field margin/hedgerow"
"('ecoinvent-3.4-biosphere', 'f27bfe65-f053-4d7b-8af3-aed2548dc8c1')",Thorium-234
"('ecoinvent-3.4-biosphere', 'bae57811-0343-41be-97cf-2c74279dd638')",Thorium-228
"('ecoinvent-3.4-biosphere', '0898b1e9-b747-4589-86b3-ff20fd74ce64')",Lanthanum-140
"('ecoinvent-3.4-biosphere', 'e8783a01-d3f5-4c08-b7b0-12af0f33c20d')",Lead-210
"('ecoinvent-3.4-biosphere', '7567e592-ecfa-467b-9f11-19f11786505b')",Antimony-124
"('ecoinvent-3.4-biosphere', 'b4b9964c-0ab6-4eae-a434-85d27f5ff3ae')",Plutonium-241
"('ecoinvent-3.4-biosphere', 'c6976591-c1f2-4c53-b9ff-182db73f0a7f')",Polonium-210
"('ecoinvent-3.4-biosphere', 'cf12e6aa-1e5a-40d0-90d6-1ca8e58e9b89')",Xenon-138
"('ecoinvent-3.4-biosphere', 'df1b2a34-1788-4555-b991-f8ff67c66998')",Labour cost
"('ecoinvent-3.4-biosphere', '51f80fcc-8eb0-4912-afbd-e9b9861e45a4')",Antimony-125
"('ecoinvent-3.4-biosphere', '106689fa-52d8-4f7d-aa5b-920122aaf1aa')",Iodine-129
"('ecoinvent-3.4-biosphere', '8d8e393e-39c4-44e1-b424-8eeefcd33560')",Cobalt-60
"('ecoinvent-3.4-biosphere', '8aed2c21-f23c-4b4b-877e-69c2aa519a47')",Cerium-144
"('ecoinvent-3.4-biosphere', 'fa260f53-4850-4585-9b67-5cdbc603c5ef')",Zirconium-95
"('ecoinvent-3.4-biosphere', '2cf249bc-1557-41e1-81e8-866d06e3413c')",Zinc-65
"('ecoinvent-3.4-biosphere', '8f0a7bf7-3fc0-4947-bc83-3cdfe112d9c5')",Iodine-135
"('ecoinvent-3.4-biosphere', '583eec00-1480-4cd7-8670-31eaf94053ad')",Manganese-55
"('ecoinvent-3.4-biosphere', '6a05e007-ce7e-4dd3-8cb7-54585031b8b5')",Antimony-125
"('ecoinvent-3.4-biosphere', '6827e89e-d0ed-46d3-9337-7deb9f8848bc')",Neptunium-237
"('ecoinvent-3.4-biosphere', 'c36056d2-5101-4198-b13b-fdc0a8cf27ee')",Uranium-238
"('ecoinvent-3.4-biosphere', '06ee87f5-4946-4ecd-9615-b4723595fbaf')",Manganese-55
"('ecoinvent-3.4-biosphere', 'f522291f-df84-496b-90c9-433bc6a66a5b')",Cesium-136
"('ecoinvent-3.4-biosphere', '8c3fc7b6-79df-4283-bd47-4b07eab60e75')",Plutonium-alpha
"('ecoinvent-3.4-biosphere', '9e80f7cd-47fa-4c7f-8f2c-bdb9731b3196')","Occupation, annual crop, greenhouse"
"('ecoinvent-3.4-biosphere', '128e3b2b-08f7-4777-a984-0e3685e745ef')",Iron-59
"('ecoinvent-3.4-biosphere', '1fdca295-07cb-4797-8fc8-2bd8ba79514f')","Heat, waste"
"('ecoinvent-3.4-biosphere', '90bc11c3-61c6-47b4-8310-b4d2e50d03ba')",Technetium-99
"('ecoinvent-3.4-biosphere', 'fe9c3a98-a6d2-452d-a9a4-a13e64f1b95b')","Occupation, industrial area"
"('ecoinvent-3.4-biosphere', '512a5356-8059-4772-a43f-42e3c4f3d299')","Transformation, to unspecified"
"('ecoinvent-3.4-biosphere', '85365e41-8102-4f9b-afb7-d7d7e6e07249')",Lead-210
"('ecoinvent-3.4-biosphere', '90149757-18a8-470e-b01a-4699b2d40e9f')",Iodine-133
"('ecoinvent-3.4-biosphere', 'fdd3a558-5d4d-4ca0-b0a5-950051dc92da')",Manganese-54
"('ecoinvent-3.4-biosphere', 'e717f3cc-ac70-4c9b-be56-1614239b917e')","Transformation, from forest, intensive"
"('ecoinvent-3.4-biosphere', 'd10b390c-9d0c-4f59-b31d-3d0d70e77a35')","Transformation, to dump site, inert material landfill"
"('ecoinvent-3.4-biosphere', 'd8688397-6dfd-4144-8137-0130e62f9079')",Thorium-230
"('ecoinvent-3.4-biosphere', 'a70f8014-0de5-477f-9f10-712b5c280b8e')","Transformation, to annual crop, irrigated, extensive"
"('ecoinvent-3.4-biosphere', 'aa7f8d81-9670-4a5c-af68-b50fbe247958')",Zirconium-95
"('ecoinvent-3.4-biosphere', '704d73fd-3d82-4e91-969f-5be16ed71d6e')",Promethium-147
"('ecoinvent-3.4-biosphere', '3dee24fc-5892-4f6e-9996-28b5f36fd07a')",Thorium-234
"('ecoinvent-3.4-biosphere', 'c74226fa-4297-44ff-8caa-6b3cfd6dd67a')",Niobium-95
"('ecoinvent-3.4-biosphere', '71b8d07b-d181-43f1-b8a2-67d7404a66ad')","Radioactive species, from fission and activation"
"('ecoinvent-3.4-biosphere', '4b420f19-0421-461e-a0b6-7efbf580089b')","Transformation, from annual crop, non-irrigated"
"('ecoinvent-3.4-biosphere', '632fa42c-5c55-471a-a7cb-9cc1256f4e87')",Cesium-136
"('ecoinvent-3.4-biosphere', '9be02ae0-3170-4544-8665-f03a1b43f2bd')","Hydrogen-3, Tritium"
"('ecoinvent-3.4-biosphere', '90c20168-5796-42f8-a305-c181b38ec1d4')",Curium alpha
"('ecoinvent-3.4-biosphere', '519cd5d5-19f5-4684-9b12-41a7a9f5645b')",Uranium-234
"('ecoinvent-3.4-biosphere', '8c1494a5-4987-4715-aa2d-1908c495f4eb')","Water, turbine use, unspecified natural origin"
"('ecoinvent-3.4-biosphere', '5eb25424-acb6-4ffa-a96a-5fdef05f6515')","Transformation, from dump site"
"('ecoinvent-3.4-biosphere', 'fa66acff-55f2-4ca8-9392-4d436613b2fb')",Tellurium-132
"('ecoinvent-3.4-biosphere', '0539c713-83e6-49d1-8738-1ba43e8bc2f8')",Chromium-51
"('ecoinvent-3.4-biosphere', 'ff84efc6-1bd8-4eda-a7e6-1531be49bf89')",Plutonium-241
"('ecoinvent-3.4-biosphere', '03bd55c6-c37d-4205-aaa2-3c1f3759a0cd')",Tellurium-123m
"('ecoinvent-3.4-biosphere', 'c1513682-45ad-444e-afb5-27c660714e88')","Transformation, from dump site, inert material landfill"
"('ecoinvent-3.4-biosphere', '94eb7305-be1e-416f-b9de-9865d5395bff')",Xenon-135m
"('ecoinvent-3.4-biosphere', 'ce11d77b-c85a-4f03-816e-714dcda260ea')",Americium-241
"('ecoinvent-3.4-biosphere', '1cb0b78b-6fd5-4193-8144-d47478920ced')",Uranium alpha
"('ecoinvent-3.4-biosphere', 'de9eee06-aa4b-4842-a43f-70be12e969da')",Radium-224
"('ecoinvent-3.4-biosphere', '84b11d12-a078-44e7-9d6e-7675a0e23c4d')","Occupation, forest, secondary (non-use)"
"('ecoinvent-3.4-biosphere', '56ce80e5-9a77-4a80-ad65-6208db560be5')",Krypton-88
"('ecoinvent-3.4-biosphere', '28528881-7154-48d5-9cc3-5c13ddcdc47a')","Wood, primary forest, standing"
"('ecoinvent-3.4-biosphere', 'b1725012-49ad-4235-bdc7-4c6dbd49bc54')",Sodium-24
"('ecoinvent-3.4-biosphere', '8842042d-7f07-45f8-bf43-fa83833d75de')","Energy, gross calorific value, in biomass, primary forest"
"('ecoinvent-3.4-biosphere', '67c40aae-d403-464d-9649-c12695e43ad8')","Water, well, in ground"
"('ecoinvent-3.4-biosphere', '34550110-0552-46d2-b07d-6b9599892278')","Actinides, radioactive, unspecified"
"('ecoinvent-3.4-biosphere', 'b358f425-ecda-41d2-ba94-e9f37d863c84')",Technetium-99
"('ecoinvent-3.4-biosphere', 'fb13070e-06f1-4964-832f-a23945b880cc')",Protactinium-234
"('ecoinvent-3.4-biosphere', '3d73dd18-aec5-41a6-bc11-91a8aa9beb1d')",Silver-110
"('ecoinvent-3.4-biosphere', 'a5f7045e-4f1f-4cdb-88ac-1a8e8e0232dd')","Radioactive species, other beta emitters"
"('ecoinvent-3.4-biosphere', 'c0dd7ccd-9e7a-42b3-b899-dfd18c2150ca')","Energy, potential (in hydropower reservoir), converted"
"('ecoinvent-3.4-biosphere', '8e11a840-d41d-46eb-8e53-a5b3009c1910')",Curium-244
"('ecoinvent-3.4-biosphere', '72958cbe-6609-46c2-bbfa-ee4ab826ca12')","Aerosols, radioactive, unspecified"
"('ecoinvent-3.4-biosphere', '33fe9178-c7f7-4ebe-950a-8cbd1e799424')","Radioactive species, from fission and activation"
"('ecoinvent-3.4-biosphere', 'de30c59a-c312-4a4e-8025-df5aa48c83e3')",Cobalt-57
"('ecoinvent-3.4-biosphere', '56bfa732-8223-4091-9bbf-1dc47185a785')",Plutonium-alpha
"('ecoinvent-3.4-biosphere', '152e5a83-96e8-4f54-af42-4f0925a771ac')","Heat, waste"
"('ecoinvent-3.4-biosphere', '2e704527-1e5f-49d0-a2e9-e6d10d52d6e4')","Radioactive species, alpha emitters"
"('ecoinvent-3.4-biosphere', 'f318deb8-ac36-47c0-bb00-e3022b583c7e')","Occupation, permanent crop, non-irrigated, extensive"
"('ecoinvent-3.4-biosphere', '9264841b-f371-46e6-8a99-6cdfe2831c77')",Cobalt-57
"('ecoinvent-3.4-biosphere', 'b8c4cd64-27cd-43ca-ac5e-011ebdbee7ec')",Krypton-85
"('ecoinvent-3.4-biosphere', '1ef5e6f5-06fb-41af-9f73-af85a3f0220d')",Curium alpha
"('ecoinvent-3.4-biosphere', '2b8a0f87-bd2a-4b10-8dd9-714487f59fc9')","Occupation, grassland, natural (non-use)"
"('ecoinvent-3.4-biosphere', '6e02ccfc-9eb5-4a51-be9a-870c1087c833')","Transformation, to permanent crop"
"('ecoinvent-3.4-biosphere', 'f09c1931-85fb-4f50-be9d-15d5c0f5e11e')",Technetium-99m
"('ecoinvent-3.4-biosphere', '46c4bd1f-30da-448c-897e-6aca882d78a4')",Iodine-135
"('ecoinvent-3.4-biosphere', 'ce132b7d-ab1c-4df3-9656-8fe37ede77b1')","Transformation, to grassland, natural, for livestock grazing"
"('ecoinvent-3.4-biosphere', '7ec1239e-bb13-4c0c-8a88-3badcdb1ff6d')",Technetium-99
"('ecoinvent-3.4-biosphere', '134ef10a-4423-4250-9331-08f654b0900d')",Strontium-89
"('ecoinvent-3.4-biosphere', 'ec242c43-095c-4b42-8907-e0f13573f0a4')","Transformation, to pasture, man made, intensive"
"('ecoinvent-3.4-biosphere', 'c70af2bf-48c5-45d2-ba0a-53e576a36223')",Iodine-135
"('ecoinvent-3.4-biosphere', '03e91172-fca0-47f3-9014-22ae3136251b')",Iodine-131
"('ecoinvent-3.4-biosphere', '8f2b8012-eda6-4f3f-9ae2-8ad10b5866f7')",Cesium-134
"('ecoinvent-3.4-biosphere', '3b4db191-9634-4a01-a873-f3cb234785e4')","Occupation, urban, continuously built"
"('ecoinvent-3.4-biosphere', '7545531d-dfc2-446d-9d9b-a0a3dfaa25df')",Curium alpha
"('ecoinvent-3.4-biosphere', 'de0478a0-377a-46dc-89ac-0e1705bb9e7f')",Thorium-228
"('ecoinvent-3.4-biosphere', 'd0394db1-a1cd-4026-bf50-dd5e47331572')","Transformation, from permanent crop, irrigated, extensive"
"('ecoinvent-3.4-biosphere', '06d4812b-6937-4d64-8517-b69aabce3648')",Water
"('ecoinvent-3.4-biosphere', '4a838a42-fa78-4b0a-92f9-588a3660809b')",Cobalt-58
"('ecoinvent-3.4-biosphere', '6d431d93-486c-4582-a7e8-54dc653c4378')",Ruthenium-106
"('ecoinvent-3.4-biosphere', '7a16b680-6d9a-4db3-a23e-0ec64aca5995')","Transformation, to pasture, man made"
"('ecoinvent-3.4-biosphere', 'c314e244-baef-48fb-b4f6-ca5e5a0de545')",Thorium-230
"('ecoinvent-3.4-biosphere', 'c5aafa60-495c-461c-a1d4-b262a34c45b9')","Occupation, annual crop"
"('ecoinvent-3.4-biosphere', '08e8878b-4069-4b49-8bca-0dd7c9b44b71')",Promethium-147
"('ecoinvent-3.4-biosphere', '046887e9-5de9-44c0-8461-3c6da8e9e4b1')",Thorium-230
"('ecoinvent-3.4-biosphere', '4e6641cc-7ec3-45a7-bd20-ccff1acb4cc4')",Uranium alpha
"('ecoinvent-3.4-biosphere', '8c173ca1-5f74-4a6e-89e5-dd18e0f18d1a')","Occupation, arable land, unspecified use"
"('ecoinvent-3.4-biosphere', '626915e9-2424-4059-8b6a-fae47161acdf')","Transformation, to mineral extraction site"
"('ecoinvent-3.4-biosphere', '0e2c8aa9-56be-4e7f-8f10-34f1baa70c0a')",Plutonium-241
"('ecoinvent-3.4-biosphere', 'ae0d3325-09c1-45ad-90d0-a9b2097b707d')",Krypton-85
"('ecoinvent-3.4-biosphere', '490108ce-351c-4540-b988-e7022f4eeec9')",Ruthenium-106
"('ecoinvent-3.4-biosphere', '918bd76b-ab1e-406c-b7c5-fb248b89b5b8')",Ruthenium-106
"('ecoinvent-3.4-biosphere', '51961868-5152-47af-8e3c-45f31dae6519')",Molybdenum-99
"('ecoinvent-3.4-biosphere', 'b411ec8b-c60a-4235-a3b2-8bf8443cbc55')","Heat, waste"
"('ecoinvent-3.4-biosphere', '3681c873-199a-45ec-9521-81e430bed4df')",Plutonium-241
"('ecoinvent-3.4-biosphere', '9c08496f-7895-44f9-8686-fe3154392da4')","Transformation, from lake, artificial"
"('ecoinvent-3.4-biosphere', 'a9141288-0e08-4e15-92c7-3617251c64aa')",Antimony-125
"('ecoinvent-3.4-biosphere', 'a649f89b-2e2a-48e9-9677-b85b4cbcc30c')","Heat, waste"
"('ecoinvent-3.4-biosphere', '4f3ee6dc-f092-429b-82bc-b9538bdb751b')",Plutonium-alpha
"('ecoinvent-3.4-biosphere', '4f1d83f7-671d-4865-b42a-e6f01661ec17')",Uranium-234
"('ecoinvent-3.4-biosphere', '4b6b9b76-3199-4bd0-b11d-f8f2efbeac4e')","Occupation, construction site"
"('ecoinvent-3.4-biosphere', 'af45276a-d99a-4c0a-95a9-55689b785417')",Thorium-232
"('ecoinvent-3.4-biosphere', 'e91315c1-cae7-4ade-bc9a-595bfdca133f')",Radium-224
"('ecoinvent-3.4-biosphere', '983e6e13-30a3-4771-b207-51d39ca7cd5a')",Xenon-135
"('ecoinvent-3.4-biosphere', '3ebed407-1756-4880-8d8e-3b4da32bff8d')",Argon-41
"('ecoinvent-3.4-biosphere', 'af99ce19-4a31-4c6f-b050-491e2b6f1ad1')",Cerium-141
"('ecoinvent-3.4-biosphere', '2e972b23-f14e-477d-9360-7a88a35f0501')",Technetium-99
"('ecoinvent-3.4-biosphere', '33d0fe96-541c-4ac2-9dd6-51b44dc39676')",Antimony-125
"('ecoinvent-3.4-biosphere', '3209b4a6-9e83-42f3-afad-39c62dc2d333')",Uranium alpha
"('ecoinvent-3.4-biosphere', '31cda69b-c54e-4f82-a88d-e01c1c7fff2b')",Plutonium-238
"('ecoinvent-3.4-biosphere', '8f5c8cb3-dccd-45da-9f1f-d1c61cd789c3')","Transformation, to dump site, residual material landfill"
"('ecoinvent-3.4-biosphere', 'f977a02e-3564-4798-843c-9fb9a18bc18b')",Water
"('ecoinvent-3.4-biosphere', 'e9a2a465-ee3b-4edf-9933-80bbe0340f51')","Radioactive species, from fission and activation"
"('ecoinvent-3.4-biosphere', '93add24b-0bbf-4903-b3c1-3c695f597c63')",Carbon-14
"('ecoinvent-3.4-biosphere', '87af2811-8d7f-490b-81b4-312ef7662604')",Uranium alpha
"('ecoinvent-3.4-biosphere', '8a1ce588-d2b5-4fd6-a6db-16378c8f6d06')",Curium-244
"('ecoinvent-3.4-biosphere', '9fd128fe-d8c5-476f-af42-2795d5f5d227')","Occupation, annual crop, irrigated, intensive"
"('ecoinvent-3.4-biosphere', '7f2b6da3-7046-4d25-b648-c449126dc511')",Curium alpha
"('ecoinvent-3.4-biosphere', '71d27d29-04f2-421a-981f-5c5c2b00486f')",Uranium-238
"('ecoinvent-3.4-biosphere', '69dfa439-8e4e-4cae-bb0c-85a8aa8b9a73')","Occupation, lake, artificial"
"('ecoinvent-3.4-biosphere', '7d52629e-a31d-4774-8cc9-3f60541a3c56')","Radioactive species, Nuclides, unspecified"
"('ecoinvent-3.4-biosphere', '786831a1-b7e8-4b69-81a6-5bdfa552bd19')",Ruthenium-103
"('ecoinvent-3.4-biosphere', '852118b9-043d-4db7-8b71-e3670fb280d2')",Thorium-232
"('ecoinvent-3.4-biosphere', '4e4a98f5-1db6-4314-a3bd-c098bf410e7e')",Cobalt-57
"('ecoinvent-3.4-biosphere', 'e17ab5b1-0e70-409c-b7fd-0a01e6a26de3')",Thorium-232
"('ecoinvent-3.4-biosphere', '4da2ea28-8273-4901-9931-264169ec7731')","Transformation, from cropland fallow (non-use)"
"('ecoinvent-3.4-biosphere', 'c7869c43-266c-429d-bfd5-6b578ed32ce8')","Transformation, from annual crop, non-irrigated, extensive"
"('ecoinvent-3.4-biosphere', '90a39372-8b3f-4c99-acfd-6ea211791714')",Lanthanum-140
"('ecoinvent-3.4-biosphere', '5d368100-b1bc-4456-8420-e469edccf349')",Water
"('ecoinvent-3.4-biosphere', 'b06d062d-b979-415c-ab40-53b71298e3c7')",Strontium-89
"('ecoinvent-3.4-biosphere', '08c3135c-9ac5-472b-9a0e-04f2f85099bb')",Iodine-129
"('ecoinvent-3.4-biosphere', '2ec209eb-22f1-47ca-8d32-c11dc4a92d0d')",Neptunium-237
"('ecoinvent-3.4-biosphere', '91a6d437-29ac-4b52-829c-094543c025c1')",Xenon-135
"('ecoinvent-3.4-biosphere', 'ac2c63cf-c657-4d33-bbc0-a5a9a1e29cf5')","Transformation, to bare area (non-use)"
"('ecoinvent-3.4-biosphere', 'e0a9f6c3-eee7-4a77-82fd-6a64af73a790')","Aerosols, radioactive, unspecified"
"('ecoinvent-3.4-biosphere', '6ed06a59-4fd1-422e-a397-4c3274596701')",Manganese-55
"('ecoinvent-3.4-biosphere', '18bcb736-db8a-445c-ba28-ca648838a1a0')",Radon-222
"('ecoinvent-3.4-biosphere', 'b073ec00-a5bf-4b64-bda0-ef366a3ac9bb')","Wood, soft, standing"
"('ecoinvent-3.4-biosphere', 'c8a0392e-5ef6-4988-adf6-0adf88129aa1')","Transformation, to field margin/hedgerow"
"('ecoinvent-3.4-biosphere', '3a08acee-6c03-4335-b14f-4b51a2945a6f')",Cesium-137
"('ecoinvent-3.4-biosphere', '7956039f-1181-42ab-b03b-ba9992733394')","Occupation, annual crop, flooded crop"
"('ecoinvent-3.4-biosphere', 'a4dad48e-2ce0-4ff0-a18d-8a01adb0eb7c')",Yttrium-90
"('ecoinvent-3.4-biosphere', 'f6e3282a-7111-49ca-bdc4-854b4b884d92')",Technetium-99m
"('ecoinvent-3.4-biosphere', '45f68c2b-742e-4d50-ad67-77ca7278db75')",Chromium-51
